type,item,dist,roundedFreq,frequency,val
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.22279640085363298
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5100087051384052
predictive,S1,common_weak,0.725,70,0.9275538340246494
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.8228445591463968
prior,stableFreq,rare_weak,mean,NA,0.24267122311128103
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.5537418481010017
predictive,S1,rare_weak,0.725,70,0.9385128257277977
prior,mixture,rare_deterministic,NA,NA,0.37400961271487143
prior,stableFreq,rare_deterministic,mean,NA,0.587129385233246
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.49194911720247125
predictive,S1,rare_deterministic,0.725,70,0.9225465413292863
prior,mixture,common_deterministic,NA,NA,0.7622444895466741
prior,stableFreq,common_deterministic,mean,NA,0.7837630481253912
prior,stableFreq,common_deterministic,sampleSize,NA,68.29676787441835
predictive,S1,common_deterministic,0.225,20,0.10822161252037205
predictive,S1,common_deterministic,0.725,70,0.5988390998405239
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.22279640085363298
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5100087051384052
predictive,S1,common_weak,0.725,70,0.9275538340246494
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.8228445591463968
prior,stableFreq,rare_weak,mean,NA,0.24267122311128103
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.5537418481010017
predictive,S1,rare_weak,0.725,70,0.9385128257277977
prior,mixture,rare_deterministic,NA,NA,0.5692044507246462
prior,stableFreq,rare_deterministic,mean,NA,0.587129385233246
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.29104349166468313
predictive,S1,rare_deterministic,0.725,70,0.8347048392367157
prior,mixture,common_deterministic,NA,NA,0.7622444895466741
prior,stableFreq,common_deterministic,mean,NA,0.7837630481253912
prior,stableFreq,common_deterministic,sampleSize,NA,68.29676787441835
predictive,S1,common_deterministic,0.225,20,0.10822161252037205
predictive,S1,common_deterministic,0.725,70,0.5988390998405239
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.22279640085363298
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5100087051384052
predictive,S1,common_weak,0.725,70,0.9275538340246494
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.8228445591463968
prior,stableFreq,rare_weak,mean,NA,0.24267122311128103
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.5537418481010017
predictive,S1,rare_weak,0.725,70,0.9385128257277977
prior,mixture,rare_deterministic,NA,NA,0.44985381592996393
prior,stableFreq,rare_deterministic,mean,NA,0.587129385233246
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.39940530349575365
predictive,S1,rare_deterministic,0.725,70,0.8910705608995836
prior,mixture,common_deterministic,NA,NA,0.7622444895466741
prior,stableFreq,common_deterministic,mean,NA,0.7893288967925658
prior,stableFreq,common_deterministic,sampleSize,NA,68.29676787441835
predictive,S1,common_deterministic,0.225,20,0.10678071154766101
predictive,S1,common_deterministic,0.725,70,0.5952259594054692
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.22279640085363298
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5100087051384052
predictive,S1,common_weak,0.725,70,0.9275538340246494
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.8228445591463968
prior,stableFreq,rare_weak,mean,NA,0.24267122311128103
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.5537418481010017
predictive,S1,rare_weak,0.725,70,0.9385128257277977
prior,mixture,rare_deterministic,NA,NA,0.44985381592996393
prior,stableFreq,rare_deterministic,mean,NA,0.5880308336805032
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.3986401405236865
predictive,S1,rare_deterministic,0.725,70,0.8907604638562748
prior,mixture,common_deterministic,NA,NA,0.7622444895466741
prior,stableFreq,common_deterministic,mean,NA,0.7893288967925658
prior,stableFreq,common_deterministic,sampleSize,NA,68.29676787441835
predictive,S1,common_deterministic,0.225,20,0.10678071154766101
predictive,S1,common_deterministic,0.725,70,0.5952259594054692
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.22279640085363298
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5100087051384052
predictive,S1,common_weak,0.725,70,0.9275538340246494
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.8228445591463968
prior,stableFreq,rare_weak,mean,NA,0.24267122311128103
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.5537418481010017
predictive,S1,rare_weak,0.725,70,0.9385128257277977
prior,mixture,rare_deterministic,NA,NA,0.44985381592996393
prior,stableFreq,rare_deterministic,mean,NA,0.5880308336805032
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.3986401405236865
predictive,S1,rare_deterministic,0.725,70,0.8907604638562748
prior,mixture,common_deterministic,NA,NA,0.7622444895466741
prior,stableFreq,common_deterministic,mean,NA,0.8211768396924783
prior,stableFreq,common_deterministic,sampleSize,NA,72.76221616266534
predictive,S1,common_deterministic,0.225,20,0.09903483600979161
predictive,S1,common_deterministic,0.725,70,0.5748511981833956
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.22279640085363298
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5100087051384052
predictive,S1,common_weak,0.725,70,0.9275538340246494
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.8228445591463968
prior,stableFreq,rare_weak,mean,NA,0.24267122311128103
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.5537418481010017
predictive,S1,rare_weak,0.725,70,0.9385128257277977
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.6111760048422443
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.37743178522560517
predictive,S1,rare_deterministic,0.725,70,0.8817600116480483
prior,mixture,common_deterministic,NA,NA,0.7622444895466741
prior,stableFreq,common_deterministic,mean,NA,0.8211768396924783
prior,stableFreq,common_deterministic,sampleSize,NA,72.64161080893368
predictive,S1,common_deterministic,0.225,20,0.09903483774103648
predictive,S1,common_deterministic,0.725,70,0.5748512029253665
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.22279640085363298
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5100087051384052
predictive,S1,common_weak,0.725,70,0.9275538340246494
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.24267122311128103
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.6029643619780977
predictive,S1,rare_weak,0.725,70,0.9491891879772204
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.6111760048422443
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.37743178522560517
predictive,S1,rare_deterministic,0.725,70,0.8817600116480483
prior,mixture,common_deterministic,NA,NA,0.7622444895466741
prior,stableFreq,common_deterministic,mean,NA,0.8211768396924783
prior,stableFreq,common_deterministic,sampleSize,NA,72.64161080893368
predictive,S1,common_deterministic,0.225,20,0.09903483774103648
predictive,S1,common_deterministic,0.725,70,0.5748512029253665
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.22279640085363298
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5100087051384052
predictive,S1,common_weak,0.725,70,0.9275538340246494
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.5113724631999179
predictive,S1,rare_weak,0.725,70,0.927919712984604
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.6111760048422443
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.37743178522560517
predictive,S1,rare_deterministic,0.725,70,0.8817600116480483
prior,mixture,common_deterministic,NA,NA,0.7622444895466741
prior,stableFreq,common_deterministic,mean,NA,0.8427107121843562
prior,stableFreq,common_deterministic,sampleSize,NA,72.64161080893368
predictive,S1,common_deterministic,0.225,20,0.09424081244217697
predictive,S1,common_deterministic,0.725,70,0.5613756126340258
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.22279640085363298
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5100087051384052
predictive,S1,common_weak,0.725,70,0.9275538340246494
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.5113724631999179
predictive,S1,rare_weak,0.725,70,0.927919712984604
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.7344815289828407
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.2924865693078963
predictive,S1,rare_deterministic,0.725,70,0.8356661351996257
prior,mixture,common_deterministic,NA,NA,0.7622444895466741
prior,stableFreq,common_deterministic,mean,NA,0.8427107121843562
prior,stableFreq,common_deterministic,sampleSize,NA,72.64161080893368
predictive,S1,common_deterministic,0.225,20,0.09424081244217697
predictive,S1,common_deterministic,0.725,70,0.5613756126340258
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.22279640085363298
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5100087051384052
predictive,S1,common_weak,0.725,70,0.9275538340246494
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.5113724631999179
predictive,S1,rare_weak,0.725,70,0.927919712984604
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.7344815289828407
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.2924865693078963
predictive,S1,rare_deterministic,0.725,70,0.8356661351996257
prior,mixture,common_deterministic,NA,NA,0.7622444895466741
prior,stableFreq,common_deterministic,mean,NA,0.8216892990937895
prior,stableFreq,common_deterministic,sampleSize,NA,68.71989928724483
predictive,S1,common_deterministic,0.225,20,0.0989168197607035
predictive,S1,common_deterministic,0.725,70,0.5745277418743149
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.22279640085363298
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5100087051384052
predictive,S1,common_weak,0.725,70,0.9275538340246494
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.5113724631999179
predictive,S1,rare_weak,0.725,70,0.927919712984604
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.6583776900771485
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.34178088132063955
predictive,S1,rare_deterministic,0.725,70,0.8646310498033036
prior,mixture,common_deterministic,NA,NA,0.7622444895466741
prior,stableFreq,common_deterministic,mean,NA,0.8216892990937895
prior,stableFreq,common_deterministic,sampleSize,NA,68.71989928724483
predictive,S1,common_deterministic,0.225,20,0.0989168197607035
predictive,S1,common_deterministic,0.725,70,0.5745277418743149
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.22279640085363298
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5100087051384052
predictive,S1,common_weak,0.725,70,0.9275538340246494
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.5113724631999179
predictive,S1,rare_weak,0.725,70,0.927919712984604
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.6583776900771485
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.34178088132063955
predictive,S1,rare_deterministic,0.725,70,0.8646310498033036
prior,mixture,common_deterministic,NA,NA,0.7338536416869461
prior,stableFreq,common_deterministic,mean,NA,0.8216892990937895
prior,stableFreq,common_deterministic,sampleSize,NA,70.93677607437834
predictive,S1,common_deterministic,0.225,20,0.10619547291638927
predictive,S1,common_deterministic,0.725,70,0.5937431676348764
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.22279640085363298
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5100087051384052
predictive,S1,common_weak,0.725,70,0.9275538340246494
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.5113724631999179
predictive,S1,rare_weak,0.725,70,0.927919712984604
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.6583776900771485
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.34178088132063955
predictive,S1,rare_deterministic,0.725,70,0.8646310498033036
prior,mixture,common_deterministic,NA,NA,0.7338536416869461
prior,stableFreq,common_deterministic,mean,NA,0.8216892990937895
prior,stableFreq,common_deterministic,sampleSize,NA,71.95380268924177
predictive,S1,common_deterministic,0.225,20,0.10619546227132
predictive,S1,common_deterministic,0.725,70,0.5937431405828829
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.20047951204070358
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.56658599257677
predictive,S1,common_weak,0.725,70,0.941453429858056
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.017431443346897
predictive,S1,rare_weak,0.225,20,0.5113724631999179
predictive,S1,rare_weak,0.725,70,0.927919712984604
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.6583776900771485
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.34178088132063955
predictive,S1,rare_deterministic,0.725,70,0.8646310498033036
prior,mixture,common_deterministic,NA,NA,0.7338536416869461
prior,stableFreq,common_deterministic,mean,NA,0.9354527018889128
prior,stableFreq,common_deterministic,sampleSize,NA,71.95380268924177
predictive,S1,common_deterministic,0.225,20,0.08297377045623121
predictive,S1,common_deterministic,0.725,70,0.5267383133193869
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.20047951204070358
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.56658599257677
predictive,S1,common_weak,0.725,70,0.941453429858056
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.0632478375234256
predictive,S1,rare_weak,0.225,20,0.5114221659510121
predictive,S1,rare_weak,0.725,70,0.9279330161832865
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.6583776900771485
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.34178088132063955
predictive,S1,rare_deterministic,0.725,70,0.8646310498033036
prior,mixture,common_deterministic,NA,NA,0.5833314988519847
prior,stableFreq,common_deterministic,mean,NA,0.9354527018889128
prior,stableFreq,common_deterministic,sampleSize,NA,68.22318731647223
predictive,S1,common_deterministic,0.225,20,0.12739440712673736
predictive,S1,common_deterministic,0.725,70,0.6423253300674721
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.20047951204070358
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.56658599257677
predictive,S1,common_weak,0.725,70,0.941453429858056
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.0632478375234256
predictive,S1,rare_weak,0.225,20,0.5114221659510121
predictive,S1,rare_weak,0.725,70,0.9279330161832865
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.6583776900771485
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.34178088132063955
predictive,S1,rare_deterministic,0.725,70,0.8646310498033036
prior,mixture,common_deterministic,NA,NA,0.5833314988519847
prior,stableFreq,common_deterministic,mean,NA,0.9701408655043313
prior,stableFreq,common_deterministic,sampleSize,NA,71.607766790113
predictive,S1,common_deterministic,0.225,20,0.11969561286554598
predictive,S1,common_deterministic,0.725,70,0.625825927252574
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.20047951204070358
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.56658599257677
predictive,S1,common_weak,0.725,70,0.941453429858056
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.0632478375234256
predictive,S1,rare_weak,0.225,20,0.5114221659510121
predictive,S1,rare_weak,0.725,70,0.9279330161832865
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.6583776900771485
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.34178088132063955
predictive,S1,rare_deterministic,0.725,70,0.8646310498033036
prior,mixture,common_deterministic,NA,NA,0.6432022733371554
prior,stableFreq,common_deterministic,mean,NA,0.9650271263201373
prior,stableFreq,common_deterministic,sampleSize,NA,73.78859142380074
predictive,S1,common_deterministic,0.225,20,0.10072748114090964
predictive,S1,common_deterministic,0.725,70,0.5794459689434762
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.20047951204070358
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.56658599257677
predictive,S1,common_weak,0.725,70,0.941453429858056
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.0632478375234256
predictive,S1,rare_weak,0.225,20,0.5114221659510121
predictive,S1,rare_weak,0.725,70,0.9279330161832865
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.6583776900771485
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.34178088132063955
predictive,S1,rare_deterministic,0.725,70,0.8646310498033036
prior,mixture,common_deterministic,NA,NA,0.6432022733371554
prior,stableFreq,common_deterministic,mean,NA,0.994193289390009
prior,stableFreq,common_deterministic,sampleSize,NA,73.78859142380074
predictive,S1,common_deterministic,0.225,20,0.09532894958267776
predictive,S1,common_deterministic,0.725,70,0.5644959365014085
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.20131255260968117
prior,stableFreq,common_weak,sampleSize,NA,12.972888946533203
predictive,S1,common_weak,0.225,20,0.5643853926091369
predictive,S1,common_weak,0.725,70,0.9409578267617211
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.0632478375234256
predictive,S1,rare_weak,0.225,20,0.5114221659510121
predictive,S1,rare_weak,0.725,70,0.9279330161832865
prior,mixture,rare_deterministic,NA,NA,0.451840885961428
prior,stableFreq,rare_deterministic,mean,NA,0.6583776900771485
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.34178088132063955
predictive,S1,rare_deterministic,0.725,70,0.8646310498033036
prior,mixture,common_deterministic,NA,NA,0.6432022733371554
prior,stableFreq,common_deterministic,mean,NA,0.994193289390009
prior,stableFreq,common_deterministic,sampleSize,NA,73.78859142380074
predictive,S1,common_deterministic,0.225,20,0.09532894958267776
predictive,S1,common_deterministic,0.725,70,0.5644959365014085
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.20131255260968117
prior,stableFreq,common_weak,sampleSize,NA,14.33862341567874
predictive,S1,common_weak,0.225,20,0.5644673428953915
predictive,S1,common_weak,0.725,70,0.9409763428933353
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.0632478375234256
predictive,S1,rare_weak,0.225,20,0.5114221659510121
predictive,S1,rare_weak,0.725,70,0.9279330161832865
prior,mixture,rare_deterministic,NA,NA,0.41572070163674624
prior,stableFreq,rare_deterministic,mean,NA,0.727532054227166
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.3335021417326079
predictive,S1,rare_deterministic,0.725,70,0.8602393417360565
prior,mixture,common_deterministic,NA,NA,0.6432022733371554
prior,stableFreq,common_deterministic,mean,NA,0.8018435254958097
prior,stableFreq,common_deterministic,sampleSize,NA,73.78859142380074
predictive,S1,common_deterministic,0.225,20,0.14135977072432915
predictive,S1,common_deterministic,0.725,70,0.6694337504746962
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.20131255260968117
prior,stableFreq,common_weak,sampleSize,NA,14.33862341567874
predictive,S1,common_weak,0.225,20,0.5644673428953915
predictive,S1,common_weak,0.725,70,0.9409763428933353
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.7442127067999013
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.0632478375234256
predictive,S1,rare_weak,0.225,20,0.5114221659510121
predictive,S1,rare_weak,0.725,70,0.9279330161832865
prior,mixture,rare_deterministic,NA,NA,0.41572070163674624
prior,stableFreq,rare_deterministic,mean,NA,0.727532054227166
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.3335021417326079
predictive,S1,rare_deterministic,0.725,70,0.8602393417360565
prior,mixture,common_deterministic,NA,NA,0.7960640405993757
prior,stableFreq,common_deterministic,mean,NA,0.8018435254958097
prior,stableFreq,common_deterministic,sampleSize,NA,75.7339596685791
predictive,S1,common_deterministic,0.225,20,0.09552711558572528
predictive,S1,common_deterministic,0.725,70,0.5650602218048958
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.20131255260968117
prior,stableFreq,common_weak,sampleSize,NA,14.33862341567874
predictive,S1,common_weak,0.225,20,0.5644673428953915
predictive,S1,common_weak,0.725,70,0.9409763428933353
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.6948640647747584
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.0632478375234256
predictive,S1,rare_weak,0.225,20,0.5459603901060356
predictive,S1,rare_weak,0.725,70,0.9366733824788114
prior,mixture,rare_deterministic,NA,NA,0.41572070163674624
prior,stableFreq,rare_deterministic,mean,NA,0.727532054227166
prior,stableFreq,rare_deterministic,sampleSize,NA,0.611580654047943
predictive,S1,rare_deterministic,0.225,20,0.3335021417326079
predictive,S1,rare_deterministic,0.725,70,0.8602393417360565
prior,mixture,common_deterministic,NA,NA,0.7960640405993757
prior,stableFreq,common_deterministic,mean,NA,0.8018435254958097
prior,stableFreq,common_deterministic,sampleSize,NA,75.7339596685791
predictive,S1,common_deterministic,0.225,20,0.09552711558572528
predictive,S1,common_deterministic,0.725,70,0.5650602218048958
prior,mixture,common_weak,NA,NA,0.9903209555082496
prior,stableFreq,common_weak,mean,NA,0.20131255260968117
prior,stableFreq,common_weak,sampleSize,NA,15.039989277720451
predictive,S1,common_weak,0.225,20,0.5645017024792032
predictive,S1,common_weak,0.725,70,0.9409841048339567
param,speakerOptimality,S1,NA,NA,2.1167483331190793
prior,mixture,rare_weak,NA,NA,0.6948640647747584
prior,stableFreq,rare_weak,mean,NA,0.2897208301684054
prior,stableFreq,rare_weak,sampleSize,NA,1.0632478375234256
predictive,S1,rare_weak,0.225,20,0.5459603901060356
predictive,S1,rare_weak,0.725,70,0.9366733824788114
