"workerid","category","trial_type","evidenceStatement","characterGender","freqLevel","characterName","habitual","n_instances","time_period","rt","response","n_times","log_times"
143,"clothing","truthJudge","wore slacks","male",NA,"Doug","wears slacks",3,"6 months",78,"agree-key",30,3.40119738166216
143,"hobby","truthJudge","climbed mountains","male",NA,"Seth","climbs mountains",3,"2 years",265,"agree-key",7.5,2.01490302054226
143,"food","truthJudge","ate caviar","male",NA,"Derrick","eats caviar",3,"month",170,"agree-key",180,5.19295685089021
143,"hobby","truthJudge","played tennis","female",NA,"Janet","plays tennis",3,"year",150,"agree-key",15,2.70805020110221
143,"entertainment","truthJudge","went to the ballet","female",NA,"Jessica","goes to the ballet",3,"2 years",97,"agree-key",7.5,2.01490302054226
143,"employment","truthJudge","stole chewing gum","female",NA,"Kathleen","steals chewing gum",3,"5 years",74,"agree-key",3,1.09861228866811
143,"clothing","truthJudge","wore a suit","male",NA,"Jacob","wears a suit",3,"6 months",102,"agree-key",30,3.40119738166216
143,"food","truthJudge","ate peanut butter","female",NA,"Elisa","eats peanut butter",3,"month",141,"disagree-key",180,5.19295685089021
143,"entertainment","truthJudge","watched space launches","female",NA,"Elizabeth","watches space launches",3,"2 years",14,"agree-key",7.5,2.01490302054226
143,"employment","truthJudge","wrote a novel","male",NA,"Jack","writes novels",3,"year",467,"agree-key",15,2.70805020110221
143,"clothing","truthJudge","wore a bra","male",NA,"John","wears a bra",3,"month",368,"agree-key",180,5.19295685089021
143,"food","truthJudge","drank beer","female",NA,"Michelle","drinks beer",3,"week",462,"agree-key",780,6.65929391968364
143,"entertainment","truthJudge","listened to live music","female",NA,"Laura","listens to live music",3,"week",504,"agree-key",780,6.65929391968364
143,"clothing","truthJudge","wore a bra","female",NA,"Julia","wears a bra",3,"6 months",546,"disagree-key",30,3.40119738166216
143,"entertainment","truthJudge","went to the movies","male",NA,"Ronald","goes to the movies",3,"year",233,"agree-key",15,2.70805020110221
143,"hobby","truthJudge","ran","male",NA,"Anthony","runs",3,"2 months",514,"agree-key",90,4.49980967033027
143,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Monica","volunteers for soup kitchens",3,"year",668,"disagree-key",15,2.70805020110221
143,"entertainment","truthJudge","watched professional football","female",NA,"Sophia","watches professional football",3,"month",294,"agree-key",180,5.19295685089021
143,"entertainment","truthJudge","listened to Pandora","female",NA,"Kim","listens to Pandora",3,"year",133821,"disagree-key",15,2.70805020110221
143,"employment","truthJudge","sold a company","male",NA,"Gabriel","sells companies",3,"5 years",3598,"disagree-key",3,1.09861228866811
143,"hobby","truthJudge","played the banjo","female",NA,"Jackie","plays the banjo",3,"year",245,"agree-key",15,2.70805020110221
143,"food","truthJudge","drank coffee","male",NA,"Cameron","drinks coffee",3,"month",78,"disagree-key",180,5.19295685089021
143,"employment","truthJudge","volunteered for a political campaign","male",NA,"William","volunteers for political campaigns",3,"5 years",102,"disagree-key",3,1.09861228866811
143,"food","truthJudge","drank beer","male",NA,"Robert","drinks beer",3,"year",293,"agree-key",15,2.70805020110221
143,"hobby","truthJudge","hiked","male",NA,"Ben","hikes",3,"2 months",22,"agree-key",90,4.49980967033027
143,"food","truthJudge","did cocaine","male",NA,"Lewis","does cocaine",3,"week",823,"agree-key",780,6.65929391968364
143,"employment","truthJudge","stole a car","female",NA,"Amber","steals cars",3,"year",390,"disagree-key",15,2.70805020110221
143,"clothing","truthJudge","wore a suit","female",NA,"Bridgette","wears a suit",3,"6 months",806,"agree-key",30,3.40119738166216
143,"clothing","truthJudge","wore a watch","female",NA,"Angela","wears a watch",3,"6 months",390,"disagree-key",30,3.40119738166216
143,"employment","truthJudge","wrote a poem","male",NA,"Stephen","writes poems",3,"5 years",262,"disagree-key",3,1.09861228866811
144,"hobby","truthJudge","ran","female",NA,"Janet","runs",3,"2 years",5329,"disagree-key",7.5,2.01490302054226
144,"clothing","truthJudge","wore a suit","male",NA,"Vince","wears a suit",3,"6 months",1472,"disagree-key",30,3.40119738166216
144,"food","truthJudge","drank coffee","female",NA,"Elizabeth","drinks coffee",3,"week",1622,"agree-key",780,6.65929391968364
144,"food","truthJudge","did cocaine","male",NA,"Ronald","does cocaine",3,"month",1715,"agree-key",180,5.19295685089021
144,"food","truthJudge","smoked cigarettes","female",NA,"Julia","smokes cigarettes",3,"year",2095,"disagree-key",15,2.70805020110221
144,"clothing","truthJudge","wore socks","female",NA,"Melinda","wears socks",3,"6 months",1924,"disagree-key",30,3.40119738166216
144,"employment","truthJudge","wrote a poem","female",NA,"Natalie","writes poems",3,"year",4283,"disagree-key",15,2.70805020110221
144,"clothing","truthJudge","wore slacks","female",NA,"Shannon","wears slacks",3,"month",1504,"agree-key",180,5.19295685089021
144,"food","truthJudge","drank beer","female",NA,"Ashley","drinks beer",3,"year",1214,"disagree-key",15,2.70805020110221
144,"clothing","truthJudge","wore a bra","male",NA,"Eric","wears a bra",3,"month",1569,"agree-key",180,5.19295685089021
144,"clothing","truthJudge","wore a bra","female",NA,"Kathleen","wears a bra",3,"week",1597,"agree-key",780,6.65929391968364
144,"entertainment","truthJudge","watched space launches","male",NA,"Greg","watches space launches",3,"year",3009,"agree-key",15,2.70805020110221
144,"food","truthJudge","drank beer","male",NA,"Anthony","drinks beer",3,"month",3272,"disagree-key",180,5.19295685089021
144,"food","truthJudge","did cocaine","female",NA,"Tina","does cocaine",3,"week",1068,"agree-key",780,6.65929391968364
144,"employment","truthJudge","volunteered for a political campaign","male",NA,"Lucas","volunteers for political campaigns",3,"5 years",1385,"disagree-key",3,1.09861228866811
144,"entertainment","truthJudge","went to the ballet","male",NA,"Ben","goes to the ballet",3,"year",1847,"agree-key",15,2.70805020110221
144,"entertainment","truthJudge","watched professional football","male",NA,"Stephen","watches professional football",3,"year",2433,"disagree-key",15,2.70805020110221
144,"entertainment","truthJudge","listened to live music","female",NA,"Alicia","listens to live music",3,"month",1351,"agree-key",180,5.19295685089021
144,"food","truthJudge","drank coffee","male",NA,"George","drinks coffee",3,"week",1319,"agree-key",780,6.65929391968364
144,"food","truthJudge","smoked marijuana","male",NA,"Jacob","smokes marijuana",3,"week",1789,"agree-key",780,6.65929391968364
144,"hobby","truthJudge","climbed mountains","male",NA,"John","climbs mountains",3,"2 years",5445,"agree-key",7.5,2.01490302054226
144,"hobby","truthJudge","played tennis","female",NA,"Angela","plays tennis",3,"5 years",1152,"disagree-key",3,1.09861228866811
144,"entertainment","truthJudge","listened to Pandora","male",NA,"Christopher","listens to Pandora",3,"week",2289,"disagree-key",780,6.65929391968364
144,"food","truthJudge","ate caviar","female",NA,"Kim","eats caviar",3,"year",2335,"agree-key",15,2.70805020110221
144,"hobby","truthJudge","hiked","male",NA,"Josh","hikes",3,"2 months",1984,"agree-key",90,4.49980967033027
144,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Lewis","volunteers for soup kitchens",3,"year",2194,"agree-key",15,2.70805020110221
144,"entertainment","truthJudge","went to the movies","male",NA,"Kyle","goes to the movies",3,"2 years",1349,"disagree-key",7.5,2.01490302054226
144,"employment","truthJudge","sold a company","female",NA,"Theresa","sells companies",3,"year",2161,"agree-key",15,2.70805020110221
144,"hobby","truthJudge","played the banjo","female",NA,"Linda","plays the banjo",3,"2 years",2616,"disagree-key",7.5,2.01490302054226
144,"food","truthJudge","ate peanut butter","female",NA,"Rebecca","eats peanut butter",3,"month",1208,"agree-key",180,5.19295685089021
144,"clothing","truthJudge","wore a watch","female",NA,"Jennifer","wears a watch",3,"month",4407,"agree-key",180,5.19295685089021
144,"clothing","truthJudge","wore a suit","female",NA,"Hillary","wears a suit",3,"week",1160,"agree-key",780,6.65929391968364
144,"employment","truthJudge","stole a car","male",NA,"Michael","steals cars",3,"5 years",1590,"agree-key",3,1.09861228866811
144,"employment","truthJudge","wrote a novel","male",NA,"Cameron","writes novels",3,"5 years",1474,"agree-key",3,1.09861228866811
144,"clothing","truthJudge","wore socks","male",NA,"Fred","wears socks",3,"week",1328,"agree-key",780,6.65929391968364
144,"employment","truthJudge","stole chewing gum","female",NA,"Sophia","steals chewing gum",3,"5 years",6012,"agree-key",3,1.09861228866811
144,"employment","truthJudge","sold something on eBay","female",NA,"Laura","sells things on eBay",3,"5 years",1740,"disagree-key",3,1.09861228866811
145,"clothing","truthJudge","wore socks","female",NA,"Stephanie","wears socks",3,"6 months",11606,"agree-key",30,3.40119738166216
145,"employment","truthJudge","wrote a poem","female",NA,"Shannon","writes poems",3,"year",6330,"agree-key",15,2.70805020110221
145,"employment","truthJudge","stole chewing gum","female",NA,"Sophia","steals chewing gum",3,"year",7939,"agree-key",15,2.70805020110221
145,"food","truthJudge","ate peanut butter","male",NA,"Greg","eats peanut butter",3,"month",6231,"agree-key",180,5.19295685089021
145,"food","truthJudge","drank coffee","female",NA,"Elizabeth","drinks coffee",3,"year",5394,"agree-key",15,2.70805020110221
145,"employment","truthJudge","stole a car","female",NA,"Claire","steals cars",3,"year",5080,"agree-key",15,2.70805020110221
145,"entertainment","truthJudge","listened to live music","female",NA,"Amber","listens to live music",3,"week",4611,"agree-key",780,6.65929391968364
145,"food","truthJudge","drank beer","male",NA,"Stephen","drinks beer",3,"month",3532,"agree-key",180,5.19295685089021
145,"hobby","truthJudge","played tennis","male",NA,"Tom","plays tennis",3,"2 years",7208,"disagree-key",7.5,2.01490302054226
145,"food","truthJudge","smoked cigarettes","female",NA,"Rebecca","smokes cigarettes",3,"year",4189,"agree-key",15,2.70805020110221
145,"food","truthJudge","drank coffee","male",NA,"Seth","drinks coffee",3,"2 weeks",2893,"agree-key",390,5.96614673912369
145,"entertainment","truthJudge","listened to Pandora","male",NA,"Alexander","listens to Pandora",3,"week",2235,"agree-key",780,6.65929391968364
145,"entertainment","truthJudge","watched space launches","male",NA,"Brian","watches space launches",3,"year",2495,"agree-key",15,2.70805020110221
145,"hobby","truthJudge","ran","female",NA,"Jackie","runs",3,"week",5102,"agree-key",780,6.65929391968364
145,"clothing","truthJudge","wore a bra","male",NA,"Lewis","wears a bra",3,"week",5658,"agree-key",780,6.65929391968364
145,"food","truthJudge","drank beer","female",NA,"Nicole","drinks beer",3,"week",2454,"agree-key",780,6.65929391968364
145,"clothing","truthJudge","wore a suit","female",NA,"Monica","wears a suit",3,"month",2555,"agree-key",180,5.19295685089021
145,"employment","truthJudge","sold a company","female",NA,"Laura","sells companies",3,"5 years",3871,"disagree-key",3,1.09861228866811
145,"employment","truthJudge","sold something on eBay","female",NA,"Tina","sells things on eBay",3,"year",6145,"agree-key",15,2.70805020110221
145,"entertainment","truthJudge","went to the movies","female",NA,"Elisa","goes to the movies",3,"2 years",4611,"agree-key",7.5,2.01490302054226
145,"food","truthJudge","smoked marijuana","male",NA,"Josh","smokes marijuana",3,"month",2109,"agree-key",180,5.19295685089021
145,"clothing","truthJudge","wore a suit","male",NA,"Jack","wears a suit",3,"week",1956,"agree-key",780,6.65929391968364
145,"employment","truthJudge","wrote a novel","male",NA,"Stephen","writes novels",3,"year",3454,"agree-key",15,2.70805020110221
145,"hobby","truthJudge","played the banjo","female",NA,"Michelle","plays the banjo",3,"2 years",2392,"agree-key",7.5,2.01490302054226
145,"food","truthJudge","did cocaine","male",NA,"George","does cocaine",3,"week",2175,"agree-key",780,6.65929391968364
145,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Derrick","volunteers for soup kitchens",3,"year",3299,"agree-key",15,2.70805020110221
145,"entertainment","truthJudge","watched professional football","female",NA,"Hillary","watches professional football",3,"month",3064,"agree-key",180,5.19295685089021
145,"hobby","truthJudge","hiked","male",NA,"Ted","hikes",3,"week",1954,"agree-key",780,6.65929391968364
145,"clothing","truthJudge","wore a bra","female",NA,"Melinda","wears a bra",3,"6 months",2485,"agree-key",30,3.40119738166216
145,"entertainment","truthJudge","went to the ballet","female",NA,"Theresa","goes to the ballet",3,"year",3080,"agree-key",15,2.70805020110221
145,"food","truthJudge","ate caviar","male",NA,"Ben","eats caviar",3,"5 years",3047,"agree-key",3,1.09861228866811
145,"food","truthJudge","did cocaine","female",NA,"Natalie","does cocaine",3,"week",2198,"agree-key",780,6.65929391968364
145,"hobby","truthJudge","climbed mountains","male",NA,"Christopher","climbs mountains",3,"year",2009,"agree-key",15,2.70805020110221
145,"clothing","truthJudge","wore slacks","male",NA,"Vince","wears slacks",3,"6 months",2157,"agree-key",30,3.40119738166216
145,"employment","truthJudge","volunteered for a political campaign","female",NA,"Maya","volunteers for political campaigns",3,"year",2422,"agree-key",15,2.70805020110221
145,"clothing","truthJudge","wore a watch","female",NA,"Kim","wears a watch",3,"6 months",2049,"agree-key",30,3.40119738166216
145,"clothing","truthJudge","wore socks","male",NA,"William","wears socks",3,"month",2659,"agree-key",180,5.19295685089021
146,"clothing","truthJudge","wore a watch","male",NA,"Gabriel","wears a watch",3,"week",19870,"disagree-key",780,6.65929391968364
146,"hobby","truthJudge","played tennis","female",NA,"Kathleen","plays tennis",3,"5 years",3908,"disagree-key",3,1.09861228866811
146,"employment","truthJudge","sold something on eBay","female",NA,"Theresa","sells things on eBay",3,"year",4971,"agree-key",15,2.70805020110221
146,"food","truthJudge","drank coffee","male",NA,"William","drinks coffee",3,"year",5064,"agree-key",15,2.70805020110221
146,"hobby","truthJudge","played the banjo","male",NA,"Fred","plays the banjo",3,"5 years",7723,"disagree-key",3,1.09861228866811
146,"clothing","truthJudge","wore socks","female",NA,"Jennifer","wears socks",3,"month",6926,"agree-key",180,5.19295685089021
146,"entertainment","truthJudge","went to the movies","male",NA,"Anthony","goes to the movies",3,"2 years",5144,"agree-key",7.5,2.01490302054226
146,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Angela","volunteers for soup kitchens",3,"year",3331,"agree-key",15,2.70805020110221
146,"clothing","truthJudge","wore slacks","male",NA,"Brian","wears slacks",3,"6 months",15270,"agree-key",30,3.40119738166216
146,"employment","truthJudge","stole chewing gum","female",NA,"Kristina","steals chewing gum",3,"month",6112,"agree-key",180,5.19295685089021
