"workerid","rt","interval","trialNum","person","action","n_times"
11,27198,"year",3,"Eric","listens to Pandora",0
11,27198,"year",3,"Jacob","listens to Pandora",0
11,27198,"year",3,"Skylar","listens to Pandora",0
11,27198,"year",3,"Tequan","listens to Pandora",12
11,27198,"year",3,"Jeffery","listens to Pandora",0
11,15383,"year",4,"Taifha","watches space launches",0
11,15383,"year",4,"Andrew","watches space launches",0
11,15383,"year",4,"Alexis","watches space launches",0
11,15383,"year",4,"Eric","watches space launches",0
11,15383,"year",4,"Jacob","watches space launches",0
11,15383,"year",4,"Skylar","watches space launches",0
11,15383,"year",4,"Tequan","watches space launches",0
11,15383,"year",4,"Jeffery","watches space launches",0
11,38073,"year",5,"Taifha","wears a watch",52
11,38073,"year",5,"Andrew","wears a watch",52
11,38073,"year",5,"Alexis","wears a watch",12
11,38073,"year",5,"Eric","wears a watch",0
11,38073,"year",5,"Jacob","wears a watch",12
11,38073,"year",5,"Skylar","wears a watch",12
11,38073,"year",5,"Tequan","wears a watch",0
11,38073,"year",5,"Jeffery","wears a watch",12
11,14905,"year",6,"Taifha","volunteers for soup kitchens",0
11,14905,"year",6,"Andrew","volunteers for soup kitchens",0
11,14905,"year",6,"Alexis","volunteers for soup kitchens",0
11,14905,"year",6,"Eric","volunteers for soup kitchens",0
11,14905,"year",6,"Jacob","volunteers for soup kitchens",0
11,14905,"year",6,"Skylar","volunteers for soup kitchens",0
11,14905,"year",6,"Tequan","volunteers for soup kitchens",1
11,14905,"year",6,"Jeffery","volunteers for soup kitchens",0
11,12107,"year",7,"Taifha","goes to the ballet",1
11,12107,"year",7,"Andrew","goes to the ballet",0
11,12107,"year",7,"Alexis","goes to the ballet",0
11,12107,"year",7,"Eric","goes to the ballet",0
11,12107,"year",7,"Jacob","goes to the ballet",0
11,12107,"year",7,"Skylar","goes to the ballet",0
11,12107,"year",7,"Tequan","goes to the ballet",0
11,12107,"year",7,"Jeffery","goes to the ballet",0
11,13307,"year",8,"Taifha","writes poems",0
11,13307,"year",8,"Andrew","writes poems",0
11,13307,"year",8,"Alexis","writes poems",0
11,13307,"year",8,"Eric","writes poems",0
11,13307,"year",8,"Jacob","writes poems",0
11,13307,"year",8,"Skylar","writes poems",0
11,13307,"year",8,"Tequan","writes poems",0
11,13307,"year",8,"Jeffery","writes poems",0
11,45743,"year",9,"Taifha","watches professional football",4
11,45743,"year",9,"Andrew","watches professional football",4
11,45743,"year",9,"Alexis","watches professional football",4
11,45743,"year",9,"Eric","watches professional football",16
11,45743,"year",9,"Jacob","watches professional football",8
11,45743,"year",9,"Skylar","watches professional football",8
11,45743,"year",9,"Tequan","watches professional football",16
11,45743,"year",9,"Jeffery","watches professional football",8
11,45853,"year",10,"Taifha","wears slacks",0
11,45853,"year",10,"Andrew","wears slacks",4
11,45853,"year",10,"Alexis","wears slacks",0
11,45853,"year",10,"Eric","wears slacks",200
11,45853,"year",10,"Jacob","wears slacks",200
11,45853,"year",10,"Skylar","wears slacks",12
11,45853,"year",10,"Tequan","wears slacks",200
11,45853,"year",10,"Jeffery","wears slacks",12
11,33576,"year",11,"Taifha","goes to the movies",20
11,33576,"year",11,"Andrew","goes to the movies",4
11,33576,"year",11,"Alexis","goes to the movies",4
11,33576,"year",11,"Eric","goes to the movies",0
11,33576,"year",11,"Jacob","goes to the movies",6
11,33576,"year",11,"Skylar","goes to the movies",4
11,33576,"year",11,"Tequan","goes to the movies",2
11,33576,"year",11,"Jeffery","goes to the movies",12
11,18308,"year",12,"Taifha","drinks coffee",0
11,18308,"year",12,"Andrew","drinks coffee",0
11,18308,"year",12,"Alexis","drinks coffee",0
11,18308,"year",12,"Eric","drinks coffee",52
11,18308,"year",12,"Jacob","drinks coffee",200
11,18308,"year",12,"Skylar","drinks coffee",0
11,18308,"year",12,"Tequan","drinks coffee",0
11,18308,"year",12,"Jeffery","drinks coffee",0
11,11346,"year",13,"Taifha","sells companies",0
11,11346,"year",13,"Andrew","sells companies",0
11,11346,"year",13,"Alexis","sells companies",0
11,11346,"year",13,"Eric","sells companies",0
11,11346,"year",13,"Jacob","sells companies",0
11,11346,"year",13,"Skylar","sells companies",0
11,11346,"year",13,"Tequan","sells companies",0
11,11346,"year",13,"Jeffery","sells companies",0
11,14204,"year",14,"Taifha","plays tennis",0
11,14204,"year",14,"Andrew","plays tennis",0
11,14204,"year",14,"Alexis","plays tennis",0
11,14204,"year",14,"Eric","plays tennis",0
11,14204,"year",14,"Jacob","plays tennis",0
11,14204,"year",14,"Skylar","plays tennis",0
11,14204,"year",14,"Tequan","plays tennis",0
11,14204,"year",14,"Jeffery","plays tennis",2
11,23652,"year",15,"Taifha","listens to live music",2
11,23652,"year",15,"Andrew","listens to live music",2
11,23652,"year",15,"Alexis","listens to live music",2
11,23652,"year",15,"Eric","listens to live music",4
11,23652,"year",15,"Jacob","listens to live music",4
11,23652,"year",15,"Skylar","listens to live music",2
11,23652,"year",15,"Tequan","listens to live music",2
11,23652,"year",15,"Jeffery","listens to live music",6
12,90783,"year",1,"Ernie","hikes",1
12,90783,"year",1,"Dave","hikes",1
12,90783,"year",1,"Charles","hikes",1
12,90783,"year",1,"Helen","hikes",1
12,90783,"year",1,"Danielle","hikes",1
12,90783,"year",1,"Alice","hikes",1
12,90783,"year",1,"Zoey","hikes",1
12,90783,"year",1,"Barry","hikes",1
12,18641,"year",2,"Ernie","wears slacks",5
12,18641,"year",2,"Dave","wears slacks",10
12,18641,"year",2,"Charles","wears slacks",10
12,18641,"year",2,"Helen","wears slacks",0
12,18641,"year",2,"Danielle","wears slacks",0
12,18641,"year",2,"Alice","wears slacks",0
12,18641,"year",2,"Zoey","wears slacks",0
12,18641,"year",2,"Barry","wears slacks",10
12,42446,"year",3,"Ernie","writes poems",0
12,42446,"year",3,"Dave","writes poems",0
12,42446,"year",3,"Charles","writes poems",0
12,42446,"year",3,"Helen","writes poems",0
12,42446,"year",3,"Danielle","writes poems",2
12,42446,"year",3,"Alice","writes poems",0
12,42446,"year",3,"Zoey","writes poems",0
12,42446,"year",3,"Barry","writes poems",0
12,68796,"2 years",4,"Ernie","writes novels",0
12,68796,"2 years",4,"Dave","writes novels",0
12,68796,"2 years",4,"Charles","writes novels",0
12,68796,"2 years",4,"Helen","writes novels",0
12,68796,"2 years",4,"Danielle","writes novels",1
12,68796,"2 years",4,"Alice","writes novels",0
12,68796,"2 years",4,"Zoey","writes novels",0
12,68796,"2 years",4,"Barry","writes novels",0
12,74878,"year",5,"Ernie","volunteers for soup kitchens",1
12,74878,"year",5,"Dave","volunteers for soup kitchens",1
12,74878,"year",5,"Charles","volunteers for soup kitchens",0
12,74878,"year",5,"Helen","volunteers for soup kitchens",0
12,74878,"year",5,"Danielle","volunteers for soup kitchens",1
12,74878,"year",5,"Alice","volunteers for soup kitchens",1
12,74878,"year",5,"Zoey","volunteers for soup kitchens",0
12,74878,"year",5,"Barry","volunteers for soup kitchens",0
12,11440,"week",6,"Ernie","wears socks",7
12,11440,"week",6,"Dave","wears socks",7
12,11440,"week",6,"Charles","wears socks",7
12,11440,"week",6,"Helen","wears socks",7
12,11440,"week",6,"Danielle","wears socks",7
12,11440,"week",6,"Alice","wears socks",7
12,11440,"week",6,"Zoey","wears socks",7
12,11440,"week",6,"Barry","wears socks",7
12,26797,"year",7,"Ernie","plays tennis",2
12,26797,"year",7,"Dave","plays tennis",0
12,26797,"year",7,"Charles","plays tennis",0
12,26797,"year",7,"Helen","plays tennis",0
12,26797,"year",7,"Danielle","plays tennis",0
12,26797,"year",7,"Alice","plays tennis",0
12,26797,"year",7,"Zoey","plays tennis",0
12,26797,"year",7,"Barry","plays tennis",0
12,8630,"year",8,"Ernie","watches professional football",1
12,8630,"year",8,"Dave","watches professional football",1
12,8630,"year",8,"Charles","watches professional football",1
12,8630,"year",8,"Helen","watches professional football",1
12,8630,"year",8,"Danielle","watches professional football",1
12,8630,"year",8,"Alice","watches professional football",1
12,8630,"year",8,"Zoey","watches professional football",1
12,8630,"year",8,"Barry","watches professional football",1
12,71087,"week",9,"Ernie","wears a bra",0
12,71087,"week",9,"Dave","wears a bra",0
12,71087,"week",9,"Charles","wears a bra",0
12,71087,"week",9,"Helen","wears a bra",7
12,71087,"week",9,"Danielle","wears a bra",7
12,71087,"week",9,"Alice","wears a bra",7
12,71087,"week",9,"Zoey","wears a bra",7
12,71087,"week",9,"Barry","wears a bra",0
12,44449,"5 years",10,"Ernie","goes to the ballet",0
12,44449,"5 years",10,"Dave","goes to the ballet",0
12,44449,"5 years",10,"Charles","goes to the ballet",0
12,44449,"5 years",10,"Helen","goes to the ballet",0
12,44449,"5 years",10,"Danielle","goes to the ballet",0
12,44449,"5 years",10,"Alice","goes to the ballet",1
12,44449,"5 years",10,"Zoey","goes to the ballet",0
12,44449,"5 years",10,"Barry","goes to the ballet",0
12,11992,"2 years",11,"Ernie","volunteers for political campaigns",0
12,11992,"2 years",11,"Dave","volunteers for political campaigns",0
12,11992,"2 years",11,"Charles","volunteers for political campaigns",0
12,11992,"2 years",11,"Helen","volunteers for political campaigns",1
12,11992,"2 years",11,"Danielle","volunteers for political campaigns",0
12,11992,"2 years",11,"Alice","volunteers for political campaigns",0
12,11992,"2 years",11,"Zoey","volunteers for political campaigns",0
12,11992,"2 years",11,"Barry","volunteers for political campaigns",0
12,15176,"week",12,"Ernie","drinks coffee",0
12,15176,"week",12,"Dave","drinks coffee",3
12,15176,"week",12,"Charles","drinks coffee",3
12,15176,"week",12,"Helen","drinks coffee",5
12,15176,"week",12,"Danielle","drinks coffee",5
12,15176,"week",12,"Alice","drinks coffee",5
12,15176,"week",12,"Zoey","drinks coffee",0
12,15176,"week",12,"Barry","drinks coffee",0
12,14299,"year",13,"Ernie","listens to live music",5
12,14299,"year",13,"Dave","listens to live music",5
12,14299,"year",13,"Charles","listens to live music",10
12,14299,"year",13,"Helen","listens to live music",10
12,14299,"year",13,"Danielle","listens to live music",8
12,14299,"year",13,"Alice","listens to live music",5
12,14299,"year",13,"Zoey","listens to live music",5
12,14299,"year",13,"Barry","listens to live music",5
12,197652,"year",14,"Ernie","listens to Pandora",0
12,197652,"year",14,"Dave","listens to Pandora",0
12,197652,"year",14,"Charles","listens to Pandora",0
12,197652,"year",14,"Helen","listens to Pandora",0
12,197652,"year",14,"Danielle","listens to Pandora",0
12,197652,"year",14,"Alice","listens to Pandora",1
12,197652,"year",14,"Zoey","listens to Pandora",0
12,197652,"year",14,"Barry","listens to Pandora",0
12,8257,"5 years",15,"Ernie","sells companies",0
12,8257,"5 years",15,"Dave","sells companies",0
12,8257,"5 years",15,"Charles","sells companies",0
12,8257,"5 years",15,"Helen","sells companies",0
12,8257,"5 years",15,"Danielle","sells companies",0
12,8257,"5 years",15,"Alice","sells companies",0
12,8257,"5 years",15,"Zoey","sells companies",0
12,8257,"5 years",15,"Barry","sells companies",0
13,40059,"5 years",1,"Darren","volunteers for political campaigns",0
13,40059,"5 years",1,"Rachel","volunteers for political campaigns",0
13,40059,"5 years",1,"Jill","volunteers for political campaigns",0
13,40059,"5 years",1,"Dotti","volunteers for political campaigns",0
13,40059,"5 years",1,"Francis","volunteers for political campaigns",0
13,40059,"5 years",1,"Brisco","volunteers for political campaigns",0
13,40059,"5 years",1,"Lee","volunteers for political campaigns",0
13,40059,"5 years",1,"Noel","volunteers for political campaigns",0
13,20581,"month",2,"Darren","goes to the movies",1
13,20581,"month",2,"Rachel","goes to the movies",1
13,20581,"month",2,"Jill","goes to the movies",2
13,20581,"month",2,"Dotti","goes to the movies",2
13,20581,"month",2,"Francis","goes to the movies",2
13,20581,"month",2,"Brisco","goes to the movies",2
13,20581,"month",2,"Lee","goes to the movies",1
13,20581,"month",2,"Noel","goes to the movies",1
13,14815,"week",3,"Darren","wears socks",7
13,14815,"week",3,"Rachel","wears socks",7
13,14815,"week",3,"Jill","wears socks",7
13,14815,"week",3,"Dotti","wears socks",7
13,14815,"week",3,"Francis","wears socks",7
13,14815,"week",3,"Brisco","wears socks",7
13,14815,"week",3,"Lee","wears socks",7
13,14815,"week",3,"Noel","wears socks",7
13,54166,"year",4,"Darren","hikes",1
13,54166,"5 years",4,"Rachel","hikes",0
13,54166,"year",4,"Jill","hikes",2
13,54166,"month",4,"Dotti","hikes",1
13,54166,"year",4,"Francis","hikes",2
13,54166,"5 years",4,"Brisco","hikes",0
13,54166,"5 years",4,"Lee","hikes",0
13,54166,"5 years",4,"Noel","hikes",0
13,32991,"5 years",5,"Darren","writes novels",0
13,32991,"5 years",5,"Rachel","writes novels",0
13,32991,"5 years",5,"Jill","writes novels",0
13,32991,"5 years",5,"Dotti","writes novels",1
13,32991,"5 years",5,"Francis","writes novels",0
13,32991,"5 years",5,"Brisco","writes novels",0
13,32991,"5 years",5,"Lee","writes novels",0
13,32991,"5 years",5,"Noel","writes novels",0
13,50341,"month",6,"Darren","drinks beer",2
13,50341,"5 years",6,"Rachel","drinks beer",0
13,50341,"year",6,"Jill","drinks beer",1
13,50341,"year",6,"Dotti","drinks beer",1
13,50341,"month",6,"Francis","drinks beer",2
13,50341,"5 years",6,"Brisco","drinks beer",0
13,50341,"week",6,"Lee","drinks beer",3
13,50341,"5 years",6,"Noel","drinks beer",0
13,18925,"5 years",7,"Darren","volunteers for soup kitchens",0
13,18925,"5 years",7,"Rachel","volunteers for soup kitchens",0
13,18925,"5 years",7,"Jill","volunteers for soup kitchens",0
13,18925,"5 years",7,"Dotti","volunteers for soup kitchens",0
13,18925,"5 years",7,"Francis","volunteers for soup kitchens",0
13,18925,"5 years",7,"Brisco","volunteers for soup kitchens",0
13,18925,"5 years",7,"Lee","volunteers for soup kitchens",0
13,18925,"5 years",7,"Noel","volunteers for soup kitchens",0
13,17085,"5 years",8,"Darren","plays tennis",0
13,17085,"5 years",8,"Rachel","plays tennis",0
13,17085,"5 years",8,"Jill","plays tennis",0
13,17085,"5 years",8,"Dotti","plays tennis",0
13,17085,"5 years",8,"Francis","plays tennis",0
13,17085,"5 years",8,"Brisco","plays tennis",0
13,17085,"5 years",8,"Lee","plays tennis",0
13,17085,"5 years",8,"Noel","plays tennis",0
13,39845,"week",9,"Darren","drinks coffee",7
13,39845,"5 years",9,"Rachel","drinks coffee",0
13,39845,"week",9,"Jill","drinks coffee",14
13,39845,"week",9,"Dotti","drinks coffee",7
13,39845,"week",9,"Francis","drinks coffee",7
13,39845,"week",9,"Brisco","drinks coffee",0
13,39845,"week",9,"Lee","drinks coffee",14
13,39845,"week",9,"Noel","drinks coffee",10
13,16007,"5 years",10,"Darren","sells companies",0
13,16007,"5 years",10,"Rachel","sells companies",0
13,16007,"5 years",10,"Jill","sells companies",0
13,16007,"5 years",10,"Dotti","sells companies",0
13,16007,"5 years",10,"Francis","sells companies",0
13,16007,"5 years",10,"Brisco","sells companies",0
13,16007,"5 years",10,"Lee","sells companies",0
13,16007,"5 years",10,"Noel","sells companies",0
13,24974,"week",11,"Darren","eats peanut butter",1
13,24974,"week",11,"Rachel","eats peanut butter",2
13,24974,"week",11,"Jill","eats peanut butter",1
13,24974,"week",11,"Dotti","eats peanut butter",1
13,24974,"week",11,"Francis","eats peanut butter",1
13,24974,"week",11,"Brisco","eats peanut butter",4
13,24974,"week",11,"Lee","eats peanut butter",2
13,24974,"week",11,"Noel","eats peanut butter",4
13,48536,"2 years",12,"Darren","sell things on eBay",2
13,48536,"5 years",12,"Rachel","sell things on eBay",0
13,48536,"month",12,"Jill","sell things on eBay",3
13,48536,"5 years",12,"Dotti","sell things on eBay",0
13,48536,"5 years",12,"Francis","sell things on eBay",0
13,48536,"5 years",12,"Brisco","sell things on eBay",0
13,48536,"5 years",12,"Lee","sell things on eBay",0
13,48536,"5 years",12,"Noel","sell things on eBay",0
13,29304,"5 years",13,"Darren","writes poems",0
13,29304,"5 years",13,"Rachel","writes poems",0
13,29304,"5 years",13,"Jill","writes poems",2
13,29304,"month",13,"Dotti","writes poems",2
13,29304,"5 years",13,"Francis","writes poems",0
13,29304,"5 years",13,"Brisco","writes poems",0
13,29304,"5 years",13,"Lee","writes poems",0
13,29304,"5 years",13,"Noel","writes poems",0
13,47401,"week",14,"Darren","wears slacks",3
13,47401,"week",14,"Rachel","wears slacks",2
13,47401,"week",14,"Jill","wears slacks",2
13,47401,"week",14,"Dotti","wears slacks",5
13,47401,"week",14,"Francis","wears slacks",3
13,47401,"week",14,"Brisco","wears slacks",5
13,47401,"week",14,"Lee","wears slacks",5
13,47401,"week",14,"Noel","wears slacks",3
13,12327,"5 years",15,"Darren","climbs mountains",0
13,12327,"5 years",15,"Rachel","climbs mountains",0
13,12327,"5 years",15,"Jill","climbs mountains",0
13,12327,"5 years",15,"Dotti","climbs mountains",0
13,12327,"5 years",15,"Francis","climbs mountains",0
13,12327,"5 years",15,"Brisco","climbs mountains",0
13,12327,"5 years",15,"Lee","climbs mountains",0
13,12327,"5 years",15,"Noel","climbs mountains",0
14,75797,"year",1,"Nora","volunteers for soup kitchens",1
14,75797,"2 years",1,"Yim","volunteers for soup kitchens",1
14,75797,"6 months",1,"Jean","volunteers for soup kitchens",1
14,75797,"year",1,"Alex","volunteers for soup kitchens",1
14,75797,"2 years",1,"David","volunteers for soup kitchens",1
14,75797,"2 years",1,"Kevin","volunteers for soup kitchens",1
14,75797,"2 years",1,"Paige","volunteers for soup kitchens",1
14,75797,"2 years",1,"Joe","volunteers for soup kitchens",1
14,26720,"week",2,"Nora","listens to Pandora",5
14,26720,"week",2,"Yim","listens to Pandora",4
14,26720,"week",2,"Jean","listens to Pandora",7
14,26720,"week",2,"Alex","listens to Pandora",3
14,26720,"week",2,"David","listens to Pandora",6
14,26720,"week",2,"Kevin","listens to Pandora",7
14,26720,"week",2,"Paige","listens to Pandora",4
14,26720,"week",2,"Joe","listens to Pandora",2
14,32840,"week",3,"Nora","goes to the ballet",0
14,32840,"week",3,"Yim","goes to the ballet",0
14,32840,"week",3,"Jean","goes to the ballet",0
14,32840,"week",3,"Alex","goes to the ballet",0
14,32840,"week",3,"David","goes to the ballet",0
14,32840,"week",3,"Kevin","goes to the ballet",0
14,32840,"week",3,"Paige","goes to the ballet",0
14,32840,"week",3,"Joe","goes to the ballet",0
14,7602,"week",4,"Nora","wears a watch",7
14,7602,"week",4,"Yim","wears a watch",7
14,7602,"week",4,"Jean","wears a watch",7
14,7602,"week",4,"Alex","wears a watch",7
14,7602,"week",4,"David","wears a watch",7
14,7602,"week",4,"Kevin","wears a watch",7
14,7602,"week",4,"Paige","wears a watch",7
14,7602,"week",4,"Joe","wears a watch",7
14,7986,"week",5,"Nora","eats caviar",0
14,7986,"week",5,"Yim","eats caviar",0
14,7986,"week",5,"Jean","eats caviar",0
14,7986,"week",5,"Alex","eats caviar",0
14,7986,"week",5,"David","eats caviar",0
14,7986,"week",5,"Kevin","eats caviar",0
14,7986,"week",5,"Paige","eats caviar",0
14,7986,"week",5,"Joe","eats caviar",0
14,6258,"week",6,"Nora","wears socks",7
14,6258,"week",6,"Yim","wears socks",7
14,6258,"week",6,"Jean","wears socks",7
14,6258,"week",6,"Alex","wears socks",7
14,6258,"week",6,"David","wears socks",7
14,6258,"week",6,"Kevin","wears socks",7
14,6258,"week",6,"Paige","wears socks",7
14,6258,"week",6,"Joe","wears socks",7
14,9789,"week",7,"Nora","watches professional football",0
14,9789,"week",7,"Yim","watches professional football",0
14,9789,"week",7,"Jean","watches professional football",0
14,9789,"week",7,"Alex","watches professional football",0
14,9789,"week",7,"David","watches professional football",0
14,9789,"week",7,"Kevin","watches professional football",0
14,9789,"week",7,"Paige","watches professional football",0
14,9789,"week",7,"Joe","watches professional football",0
14,19622,"week",8,"Nora","drinks coffee",2
14,19622,"week",8,"Yim","drinks coffee",5
14,19622,"week",8,"Jean","drinks coffee",5
14,19622,"week",8,"Alex","drinks coffee",2
14,19622,"week",8,"David","drinks coffee",5
14,19622,"week",8,"Kevin","drinks coffee",0
14,19622,"week",8,"Paige","drinks coffee",3
14,19622,"week",8,"Joe","drinks coffee",1
14,17306,"week",9,"Nora","eats peanut butter",7
14,17306,"week",9,"Yim","eats peanut butter",5
14,17306,"week",9,"Jean","eats peanut butter",1
14,17306,"week",9,"Alex","eats peanut butter",1
14,17306,"week",9,"David","eats peanut butter",7
14,17306,"week",9,"Kevin","eats peanut butter",7
14,17306,"week",9,"Paige","eats peanut butter",5
14,17306,"week",9,"Joe","eats peanut butter",2
14,8478,"week",10,"Nora","writes novels",0
14,8478,"week",10,"Yim","writes novels",0
14,8478,"week",10,"Jean","writes novels",0
14,8478,"week",10,"Alex","writes novels",0
14,8478,"week",10,"David","writes novels",0
14,8478,"week",10,"Kevin","writes novels",0
14,8478,"week",10,"Paige","writes novels",0
14,8478,"week",10,"Joe","writes novels",0
14,10845,"week",11,"Nora","wears a suit",0
14,10845,"week",11,"Yim","wears a suit",0
14,10845,"week",11,"Jean","wears a suit",0
14,10845,"week",11,"Alex","wears a suit",0
14,10845,"week",11,"David","wears a suit",5
14,10845,"week",11,"Kevin","wears a suit",5
14,10845,"week",11,"Paige","wears a suit",0
14,10845,"week",11,"Joe","wears a suit",5
14,20679,"week",12,"Nora","sells companies",0
14,20679,"week",12,"Yim","sells companies",0
14,20679,"week",12,"Jean","sells companies",0
14,20679,"week",12,"Alex","sells companies",0
14,20679,"week",12,"David","sells companies",0
14,20679,"week",12,"Kevin","sells companies",0
14,20679,"week",12,"Paige","sells companies",0
14,20679,"week",12,"Joe","sells companies",0
14,11115,"week",13,"Nora","watches space launches",0
14,11115,"week",13,"Yim","watches space launches",0
14,11115,"week",13,"Jean","watches space launches",0
14,11115,"week",13,"Alex","watches space launches",0
14,11115,"week",13,"David","watches space launches",0
14,11115,"week",13,"Kevin","watches space launches",0
14,11115,"week",13,"Paige","watches space launches",0
14,11115,"week",13,"Joe","watches space launches",0
14,8546,"week",14,"Nora","writes poems",0
14,8546,"week",14,"Yim","writes poems",0
14,8546,"week",14,"Jean","writes poems",0
14,8546,"week",14,"Alex","writes poems",0
14,8546,"week",14,"David","writes poems",0
14,8546,"week",14,"Kevin","writes poems",0
14,8546,"week",14,"Paige","writes poems",0
14,8546,"week",14,"Joe","writes poems",0
14,13694,"week",15,"Nora","smokes cigarettes",7
14,13694,"week",15,"Yim","smokes cigarettes",0
14,13694,"week",15,"Jean","smokes cigarettes",0
14,13694,"week",15,"Alex","smokes cigarettes",0
14,13694,"week",15,"David","smokes cigarettes",2
14,13694,"week",15,"Kevin","smokes cigarettes",0
14,13694,"week",15,"Paige","smokes cigarettes",0
14,13694,"week",15,"Joe","smokes cigarettes",0
15,41782,"year",1,"James","sell things on eBay",0
15,41782,"year",1,"Debby","sell things on eBay",0
15,41782,"year",1,"Robin","sell things on eBay",0
15,41782,"year",1,"Jackie","sell things on eBay",0
15,41782,"year",1,"Amelia","sell things on eBay",0
15,41782,"year",1,"Opal","sell things on eBay",0
15,41782,"year",1,"Charles","sell things on eBay",0
15,41782,"year",1,"Cheryl","sell things on eBay",0
15,41782,"year",1,"hypothetical","sell things on eBay",2
15,24944,"year",2,"James","plays tennis",0
15,24944,"year",2,"Debby","plays tennis",0
15,24944,"year",2,"Robin","plays tennis",0
15,24944,"year",2,"Jackie","plays tennis",0
15,24944,"year",2,"Amelia","plays tennis",0
15,24944,"year",2,"Opal","plays tennis",0
15,24944,"year",2,"Charles","plays tennis",0
15,24944,"year",2,"Cheryl","plays tennis",0
15,24944,"week",2,"hypothetical","plays tennis",2
15,29263,"5 years",3,"James","watches space launches",1
15,29263,"5 years",3,"Debby","watches space launches",2
15,29263,"5 years",3,"Robin","watches space launches",0
15,29263,"5 years",3,"Jackie","watches space launches",3
15,29263,"5 years",3,"Amelia","watches space launches",4
15,29263,"5 years",3,"Opal","watches space launches",1
15,29263,"5 years",3,"Charles","watches space launches",3
15,29263,"5 years",3,"Cheryl","watches space launches",4
15,23432,"month",4,"James","runs",4
15,23432,"month",4,"Debby","runs",0
15,23432,"month",4,"Robin","runs",0
15,23432,"month",4,"Jackie","runs",0
15,23432,"month",4,"Amelia","runs",4
15,23432,"month",4,"Opal","runs",0
15,23432,"month",4,"Charles","runs",0
15,23432,"month",4,"Cheryl","runs",0
15,25160,"week",5,"James","smokes cigarettes",0
15,25160,"week",5,"Debby","smokes cigarettes",0
15,25160,"week",5,"Robin","smokes cigarettes",7
15,25160,"week",5,"Jackie","smokes cigarettes",0
15,25160,"week",5,"Amelia","smokes cigarettes",0
15,25160,"week",5,"Opal","smokes cigarettes",0
15,25160,"week",5,"Charles","smokes cigarettes",0
15,25160,"week",5,"Cheryl","smokes cigarettes",0
15,25568,"week",6,"James","wears a watch",4
15,25568,"week",6,"Debby","wears a watch",0
15,25568,"week",6,"Robin","wears a watch",0
15,25568,"week",6,"Jackie","wears a watch",1
15,25568,"week",6,"Amelia","wears a watch",0
15,25568,"week",6,"Opal","wears a watch",0
15,25568,"week",6,"Charles","wears a watch",7
15,25568,"week",6,"Cheryl","wears a watch",0
15,16382,"week",7,"James","drinks coffee",7
15,16382,"week",7,"Debby","drinks coffee",7
15,16382,"week",7,"Robin","drinks coffee",7
15,16382,"week",7,"Jackie","drinks coffee",0
15,16382,"week",7,"Amelia","drinks coffee",7
15,16382,"week",7,"Opal","drinks coffee",7
15,16382,"week",7,"Charles","drinks coffee",7
15,16382,"week",7,"Cheryl","drinks coffee",0
15,24729,"month",8,"James","eats peanut butter",3
15,24729,"month",8,"Debby","eats peanut butter",4
15,24729,"month",8,"Robin","eats peanut butter",2
15,24729,"month",8,"Jackie","eats peanut butter",0
15,24729,"month",8,"Amelia","eats peanut butter",0
15,24729,"month",8,"Opal","eats peanut butter",3
15,24729,"month",8,"Charles","eats peanut butter",2
15,24729,"month",8,"Cheryl","eats peanut butter",0
15,18055,"year",9,"James","writes poems",0
15,18055,"year",9,"Debby","writes poems",2
15,18055,"year",9,"Robin","writes poems",0
15,18055,"year",9,"Jackie","writes poems",0
15,18055,"year",9,"Amelia","writes poems",2
15,18055,"year",9,"Opal","writes poems",0
15,18055,"year",9,"Charles","writes poems",0
15,18055,"year",9,"Cheryl","writes poems",0
15,20864,"month",10,"James","drinks beer",1
15,20864,"month",10,"Debby","drinks beer",1
15,20864,"month",10,"Robin","drinks beer",4
15,20864,"month",10,"Jackie","drinks beer",1
15,20864,"month",10,"Amelia","drinks beer",0
15,20864,"month",10,"Opal","drinks beer",0
15,20864,"month",10,"Charles","drinks beer",0
15,20864,"month",10,"Cheryl","drinks beer",3
15,29992,"5 years",11,"James","writes novels",0
15,29992,"5 years",11,"Debby","writes novels",0
15,29992,"5 years",11,"Robin","writes novels",0
15,29992,"5 years",11,"Jackie","writes novels",0
15,29992,"5 years",11,"Amelia","writes novels",0
15,29992,"5 years",11,"Opal","writes novels",0
15,29992,"5 years",11,"Charles","writes novels",0
15,29992,"5 years",11,"Cheryl","writes novels",0
15,25423,"month",12,"James","listens to Pandora",0
15,25423,"month",12,"Debby","listens to Pandora",0
15,25423,"month",12,"Robin","listens to Pandora",0
15,25423,"month",12,"Jackie","listens to Pandora",7
15,25423,"month",12,"Amelia","listens to Pandora",5
15,25423,"month",12,"Opal","listens to Pandora",0
15,25423,"month",12,"Charles","listens to Pandora",0
15,25423,"month",12,"Cheryl","listens to Pandora",0
15,25849,"2 months",13,"James","goes to the movies",1
15,25849,"2 months",13,"Debby","goes to the movies",1
15,25849,"2 months",13,"Robin","goes to the movies",1
15,25849,"2 months",13,"Jackie","goes to the movies",2
15,25849,"2 months",13,"Amelia","goes to the movies",2
15,25849,"2 months",13,"Opal","goes to the movies",0
15,25849,"2 months",13,"Charles","goes to the movies",0
15,25849,"2 months",13,"Cheryl","goes to the movies",1
15,15415,"2 years",14,"James","plays the banjo",0
15,15415,"2 years",14,"Debby","plays the banjo",0
